Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
374,7/1/2019,male,100,blue,9,swirl,no,Not Reported,yes,10,1
375,7/1/2019,female,100,red,8,vanilla,yes,<100K,yes,8,1
376,7/1/2019,female,100,black,3,swirl,yes,<100K,yes,8,1
377,7/1/2019,female,100,no preference,4,chocolate,yes,<100K,yes,8,0
378,7/1/2019,female,100,black,3,chocolate,yes,<100K,yes,7,1
379,7/1/2019,male,100,red,4,chocolate,yes,Not Reported,yes,10,1
380,7/1/2019,female,100,blue,5,swirl,no,<100K,yes,5,1
381,7/1/2019,female,100,black,6,swirl,yes,<100K,yes,6,1
382,7/1/2019,male,100,blue,2,no preference,no,Not Reported,yes,9,0
383,7/1/2019,female,100,red,1,chocolate,yes,<100K,yes,7,1
384,7/1/2019,female,100,silver,8,swirl,no,<100K,yes,8,1
385,7/1/2019,female,100,silver,3,no preference,yes,<100K,yes,9,0
386,7/1/2019,male,100,blue,2,vanilla,yes,Not Reported,yes,2,1
387,7/1/2019,female,100,red,7,chocolate,yes,<100K,yes,7,1
388,7/1/2019,male,100,white,4,chocolate,yes,Not Reported,yes,10,1
389,7/1/2019,female,100,no preference,1,specialty,no,<100K,yes,6,0
390,7/1/2019,female,100,red,2,swirl,no,<100K,yes,2,0
391,7/1/2019,male,100,black,0,specialty,yes,Not Reported,yes,7,0
392,7/1/2019,female,100,white,9,no preference,yes,<100K,yes,9,1
393,7/1/2019,male,100,blue,2,no preference,no,Not Reported,yes,6,0
394,7/1/2019,female,100,black,10,chocolate,no,<100K,yes,10,1
395,7/1/2019,female,100,silver,5,chocolate,yes,<100K,yes,7,1
396,7/1/2019,male,100,blue,8,specialty,yes,Not Reported,yes,8,1
397,7/1/2019,female,100,black,8,specialty,yes,<100K,yes,8,1
398,7/1/2019,male,100,black,5,no preference,no,Not Reported,yes,5,0
399,7/1/2019,female,100,white,1,specialty,no,<100K,yes,4,1
400,7/1/2019,female,100,silver,8,no preference,no,<100K,yes,9,0
401,7/1/2019,female,100,no preference,7,specialty,yes,<100K,yes,7,0
402,7/1/2019,male,100,blue,8,vanilla,no,Not Reported,yes,8,1
403,7/1/2019,female,100,black,8,swirl,no,<100K,yes,10,1
404,7/1/2019,female,100,silver,7,chocolate,yes,<100K,yes,8,1
405,7/1/2019,female,100,red,8,swirl,no,<100K,yes,8,1
406,7/1/2019,female,100,white,10,specialty,yes,<100K,yes,10,1
407,7/1/2019,female,100,blue,4,specialty,no,<100K,yes,5,0
408,7/1/2019,male,100,black,9,specialty,yes,Not Reported,yes,9,1
409,7/1/2019,female,100,red,6,chocolate,no,<100K,yes,6,1
410,7/1/2019,male,100,black,6,no preference,no,Not Reported,yes,7,0
411,7/1/2019,male,100,silver,5,no preference,yes,Not Reported,yes,9,0
412,7/1/2019,female,100,no preference,10,swirl,no,<100K,yes,10,0
413,7/1/2019,female,100,silver,2,no preference,yes,<100K,yes,6,0
414,7/1/2019,female,100,silver,8,vanilla,yes,<100K,yes,8,1
415,7/1/2019,male,100,no preference,6,vanilla,no,Not Reported,yes,6,0
416,7/1/2019,female,100,white,4,swirl,no,<100K,yes,6,0
417,7/1/2019,male,100,white,7,specialty,no,Not Reported,yes,7,1
418,7/1/2019,female,100,black,3,chocolate,yes,<100K,yes,8,1
419,7/1/2019,female,100,white,8,swirl,no,<100K,yes,8,1
420,7/1/2019,female,100,white,5,no preference,yes,<100K,yes,9,0
421,7/1/2019,female,100,white,6,no preference,no,<100K,yes,10,0
422,7/1/2019,female,100,no preference,0,vanilla,yes,<100K,yes,6,0
423,7/1/2019,female,100,black,0,swirl,yes,<100K,yes,1,0
424,7/1/2019,female,100,red,7,specialty,yes,<100K,yes,7,1
425,7/1/2019,female,100,blue,6,specialty,yes,<100K,yes,6,0
426,7/1/2019,male,100,white,9,swirl,yes,Not Reported,yes,9,1
427,7/1/2019,female,100,white,7,specialty,no,<100K,yes,7,0
428,7/1/2019,male,100,no preference,2,no preference,no,Not Reported,yes,6,0
429,7/1/2019,female,100,red,4,chocolate,yes,<100K,yes,9,1
430,7/1/2019,male,100,white,1,swirl,no,Not Reported,yes,2,1
431,7/1/2019,female,100,silver,8,no preference,yes,<100K,yes,9,1
432,7/1/2019,male,100,black,7,chocolate,no,Not Reported,yes,8,1
433,7/1/2019,male,100,no preference,2,swirl,yes,Not Reported,yes,4,0
434,7/1/2019,female,100,black,2,chocolate,no,<100K,yes,5,1
435,7/1/2019,female,100,silver,2,no preference,no,<100K,yes,9,0
436,7/1/2019,male,100,white,5,swirl,yes,Not Reported,yes,5,0
437,7/1/2019,male,100,blue,0,chocolate,yes,Not Reported,yes,7,1
438,7/1/2019,female,100,no preference,8,specialty,yes,<100K,yes,8,0
439,7/1/2019,female,100,white,1,swirl,yes,<100K,yes,2,0
440,7/1/2019,female,100,white,1,specialty,no,<100K,yes,8,1
441,7/1/2019,female,100,silver,1,no preference,no,<100K,yes,1,0
442,7/1/2019,male,100,no preference,2,specialty,no,Not Reported,yes,9,0
443,7/1/2019,male,100,red,10,vanilla,no,Not Reported,yes,10,1
444,7/1/2019,female,100,silver,3,swirl,no,<100K,yes,3,0
445,7/1/2019,female,100,blue,3,chocolate,no,<100K,yes,6,1
446,7/1/2019,female,100,red,2,vanilla,yes,<100K,yes,9,1
447,7/1/2019,female,100,red,5,no preference,no,<100K,yes,6,0
448,7/1/2019,female,100,no preference,9,chocolate,no,<100K,yes,10,0
449,7/1/2019,male,100,no preference,4,specialty,yes,Not Reported,yes,4,0
450,7/1/2019,male,100,silver,0,chocolate,yes,Not Reported,yes,9,1
451,7/1/2019,female,100,black,8,vanilla,no,<100K,yes,8,1
452,7/1/2019,female,100,red,3,swirl,yes,<100K,yes,3,0
453,7/1/2019,female,100,red,7,chocolate,no,<100K,yes,7,1
454,7/1/2019,female,100,red,4,no preference,no,<100K,yes,8,0
455,7/1/2019,female,100,no preference,4,chocolate,no,<100K,yes,9,0
456,7/1/2019,female,100,white,10,swirl,no,<100K,yes,10,1
457,7/1/2019,female,100,no preference,0,specialty,yes,<100K,yes,1,0
458,7/1/2019,female,100,no preference,1,no preference,no,<100K,yes,2,0
459,7/1/2019,male,100,black,1,vanilla,no,Not Reported,yes,2,0
460,7/1/2019,female,100,white,8,vanilla,no,<100K,yes,8,1
461,7/1/2019,female,100,no preference,0,vanilla,yes,<100K,yes,8,0
462,7/1/2019,female,100,red,3,vanilla,no,<100K,yes,4,0
463,7/1/2019,male,100,blue,5,chocolate,yes,Not Reported,yes,9,1
464,7/1/2019,female,100,white,6,no preference,no,<100K,yes,7,0
465,7/1/2019,female,100,silver,7,vanilla,no,<100K,yes,7,1
466,7/1/2019,male,100,blue,8,chocolate,no,Not Reported,yes,8,1
467,7/1/2019,female,100,black,9,no preference,no,<100K,yes,9,0
468,7/1/2019,male,100,silver,1,swirl,yes,Not Reported,yes,3,0
469,7/1/2019,female,100,red,10,no preference,yes,<100K,yes,10,1
470,7/1/2019,male,100,silver,1,no preference,yes,Not Reported,yes,5,0
471,7/1/2019,female,100,black,3,specialty,yes,<100K,yes,7,1
472,7/1/2019,male,100,silver,2,swirl,no,Not Reported,yes,8,1
473,7/1/2019,male,100,blue,1,vanilla,no,Not Reported,yes,3,1
474,7/1/2019,male,100,silver,10,specialty,no,Not Reported,yes,10,1
475,7/1/2019,female,100,red,10,vanilla,yes,<100K,yes,10,1
476,7/1/2019,male,100,no preference,9,swirl,yes,Not Reported,yes,9,0
477,7/1/2019,female,100,no preference,7,chocolate,yes,<100K,yes,7,0
478,7/1/2019,female,100,silver,3,swirl,yes,<100K,yes,7,1
479,7/1/2019,male,100,white,0,specialty,yes,Not Reported,yes,6,0
480,7/1/2019,male,100,white,7,swirl,no,Not Reported,yes,7,1
481,7/1/2019,female,100,red,9,swirl,no,<100K,yes,9,1
482,7/1/2019,female,100,no preference,5,specialty,no,<100K,yes,8,0
483,7/1/2019,female,100,black,0,vanilla,no,<100K,yes,10,1
484,7/1/2019,male,100,white,1,swirl,no,Not Reported,yes,4,1
485,7/1/2019,female,100,blue,6,vanilla,no,<100K,yes,6,1
486,7/1/2019,female,100,silver,8,vanilla,yes,<100K,yes,8,1
487,7/1/2019,female,100,silver,3,swirl,no,<100K,yes,8,1
488,7/1/2019,male,100,no preference,4,specialty,no,Not Reported,yes,4,0
489,7/1/2019,female,100,black,7,swirl,no,<100K,yes,10,1
490,7/1/2019,female,100,red,7,specialty,no,<100K,yes,7,1
491,7/1/2019,female,100,white,0,specialty,no,<100K,yes,10,1
492,7/1/2019,female,100,no preference,3,specialty,yes,<100K,yes,10,0
493,7/1/2019,female,100,blue,4,chocolate,no,<100K,yes,10,1
494,7/1/2019,female,100,blue,1,swirl,no,<100K,yes,8,1
495,7/1/2019,female,100,silver,0,swirl,yes,<100K,yes,9,1
496,7/1/2019,female,100,white,10,specialty,yes,<100K,yes,10,1
497,7/1/2019,male,100,black,2,chocolate,yes,Not Reported,yes,5,1
498,7/1/2019,female,100,no preference,8,swirl,yes,<100K,yes,9,0
499,7/1/2019,female,100,no preference,0,no preference,yes,<100K,yes,1,0
500,7/1/2019,male,100,no preference,4,chocolate,no,Not Reported,yes,7,0
501,7/1/2019,female,100,white,3,specialty,no,<100K,yes,3,1
502,7/1/2019,male,100,black,10,swirl,no,Not Reported,yes,10,1
503,7/1/2019,female,100,white,4,chocolate,yes,<100K,yes,6,1
504,7/1/2019,male,100,silver,1,no preference,yes,Not Reported,yes,1,0
505,7/1/2019,female,100,blue,6,swirl,yes,<100K,yes,6,1
506,7/1/2019,male,100,silver,10,chocolate,no,Not Reported,yes,10,1
507,7/1/2019,female,100,blue,8,no preference,no,<100K,yes,8,0
508,7/1/2019,female,100,black,4,vanilla,no,<100K,yes,9,1
509,7/1/2019,female,100,red,5,no preference,yes,<100K,yes,6,0
510,7/1/2019,female,100,no preference,9,vanilla,yes,<100K,yes,9,0
511,7/1/2019,female,100,silver,8,specialty,yes,<100K,yes,8,1
512,7/1/2019,male,100,black,1,chocolate,no,Not Reported,yes,10,1
513,7/1/2019,female,100,silver,7,chocolate,yes,<100K,yes,7,1
514,7/1/2019,female,100,no preference,6,chocolate,no,<100K,yes,6,0
515,7/1/2019,female,100,white,9,vanilla,no,<100K,yes,9,1
516,7/1/2019,female,100,red,5,no preference,yes,<100K,yes,10,0
517,7/1/2019,male,100,white,6,chocolate,yes,Not Reported,yes,8,1
518,7/1/2019,female,100,white,5,swirl,no,<100K,yes,6,1
519,7/1/2019,female,100,black,10,chocolate,yes,<100K,yes,10,1
520,7/1/2019,female,100,silver,6,no preference,no,<100K,yes,8,0
521,7/1/2019,female,100,red,5,no preference,no,<100K,yes,6,0
522,7/1/2019,female,100,no preference,0,vanilla,no,<100K,yes,7,0
523,7/1/2019,male,100,red,4,vanilla,no,Not Reported,yes,4,1
524,7/1/2019,female,100,red,5,swirl,no,<100K,yes,10,1
525,7/1/2019,male,100,silver,5,vanilla,no,Not Reported,yes,5,1
526,7/1/2019,male,100,blue,1,no preference,yes,Not Reported,yes,9,0
527,7/1/2019,female,100,red,3,vanilla,no,<100K,yes,8,1
528,7/1/2019,female,100,no preference,7,vanilla,no,<100K,yes,7,0
529,7/1/2019,male,100,blue,1,swirl,yes,Not Reported,yes,8,1
530,7/1/2019,female,100,black,10,vanilla,no,<100K,yes,10,1
531,7/1/2019,male,100,black,2,specialty,yes,Not Reported,yes,4,1
532,7/1/2019,female,100,blue,8,no preference,yes,<100K,yes,8,1
533,7/1/2019,female,100,white,1,vanilla,yes,<100K,yes,8,1
534,7/1/2019,male,100,black,8,no preference,yes,Not Reported,yes,8,1
535,7/1/2019,female,100,no preference,1,specialty,yes,<100K,yes,1,0
536,7/1/2019,female,100,blue,9,vanilla,yes,<100K,yes,9,1
537,7/1/2019,male,100,white,1,swirl,yes,Not Reported,yes,10,1
538,7/1/2019,male,100,no preference,8,no preference,yes,Not Reported,yes,10,0
539,7/1/2019,male,100,red,9,specialty,yes,Not Reported,yes,9,1
540,7/1/2019,female,100,blue,3,vanilla,yes,<100K,yes,8,1
541,7/1/2019,female,100,blue,1,no preference,yes,<100K,yes,5,0
542,7/1/2019,female,100,white,2,no preference,yes,<100K,yes,3,0
543,7/1/2019,female,100,no preference,5,no preference,yes,<100K,yes,10,0
544,7/1/2019,male,100,red,1,swirl,yes,Not Reported,yes,9,1
545,7/1/2019,male,100,silver,2,vanilla,yes,Not Reported,yes,9,1
546,7/1/2019,female,100,no preference,10,specialty,yes,<100K,yes,10,0
547,7/1/2019,female,100,black,1,specialty,yes,<100K,yes,9,1
548,7/1/2019,female,100,red,9,chocolate,yes,<100K,yes,9,1
549,7/1/2019,female,100,blue,1,specialty,yes,<100K,yes,1,0
550,7/1/2019,male,100,black,8,swirl,yes,Not Reported,yes,8,1
551,7/1/2019,female,100,white,10,chocolate,yes,<100K,yes,10,1
552,7/1/2019,female,100,red,8,no preference,yes,<100K,yes,8,1
553,7/1/2019,male,100,blue,7,chocolate,yes,Not Reported,yes,10,1
554,7/1/2019,male,100,no preference,7,specialty,yes,Not Reported,yes,7,0
555,7/1/2019,male,100,silver,1,vanilla,yes,Not Reported,yes,2,0
556,7/1/2019,female,100,no preference,8,specialty,yes,<100K,yes,8,0
557,7/1/2019,female,100,white,7,vanilla,yes,<100K,yes,7,0
558,7/1/2019,male,100,silver,8,specialty,yes,Not Reported,yes,8,1
559,7/1/2019,male,100,white,4,swirl,yes,Not Reported,yes,8,1
560,7/1/2019,male,100,no preference,0,specialty,yes,Not Reported,yes,6,0
561,7/1/2019,female,100,white,2,vanilla,yes,<100K,yes,2,1
562,7/1/2019,female,100,blue,1,no preference,yes,<100K,yes,1,0
563,7/1/2019,female,100,no preference,9,chocolate,yes,<100K,yes,9,0
564,7/1/2019,female,100,black,1,chocolate,yes,<100K,yes,7,1
565,7/1/2019,female,100,no preference,7,no preference,yes,<100K,yes,7,0
566,7/1/2019,male,100,blue,0,no preference,yes,Not Reported,yes,6,0
567,7/1/2019,female,100,no preference,10,no preference,yes,<100K,yes,10,0
568,7/1/2019,female,100,blue,7,no preference,yes,<100K,yes,7,0
569,7/1/2019,female,100,blue,6,vanilla,yes,<100K,yes,8,1
570,7/1/2019,female,100,silver,7,specialty,yes,<100K,yes,8,1
571,7/1/2019,male,100,blue,5,chocolate,yes,Not Reported,yes,6,1
572,7/1/2019,male,100,silver,7,chocolate,yes,Not Reported,yes,7,1
573,7/1/2019,female,100,black,9,swirl,yes,<100K,yes,9,1
574,7/1/2019,female,100,no preference,10,chocolate,yes,<100K,yes,10,0
575,7/1/2019,female,100,white,1,chocolate,yes,<100K,yes,8,1
576,7/1/2019,female,100,white,3,chocolate,yes,<100K,yes,5,1
577,7/1/2019,female,100,black,4,no preference,no,<100K,yes,7,0
578,7/1/2019,female,100,white,0,specialty,yes,<100K,yes,9,1
579,7/1/2019,male,100,white,7,vanilla,no,Not Reported,yes,10,1
580,7/1/2019,male,100,silver,1,vanilla,no,Not Reported,yes,1,0
581,7/1/2019,female,100,black,5,swirl,no,<100K,yes,6,1
582,7/1/2019,female,100,no preference,4,swirl,yes,<100K,yes,5,0
583,7/1/2019,female,100,silver,3,chocolate,yes,<100K,yes,7,1
584,7/1/2019,female,100,black,3,specialty,yes,<100K,yes,4,0
585,7/1/2019,female,100,black,4,no preference,no,<100K,yes,4,0
586,7/1/2019,female,100,silver,6,no preference,yes,<100K,yes,7,0
587,7/1/2019,female,100,silver,5,vanilla,yes,<100K,yes,5,0
588,7/1/2019,female,100,silver,10,vanilla,no,<100K,yes,10,1
589,7/1/2019,male,100,blue,8,vanilla,no,Not Reported,yes,8,1
590,7/1/2019,female,100,no preference,5,swirl,no,<100K,yes,9,0
591,7/1/2019,male,100,black,2,no preference,yes,Not Reported,yes,8,0
592,7/1/2019,male,100,silver,5,no preference,yes,Not Reported,yes,10,0
593,7/1/2019,female,100,blue,10,specialty,yes,<100K,yes,10,1
594,7/1/2019,female,100,silver,5,specialty,no,<100K,yes,9,1
595,7/1/2019,female,100,white,8,swirl,no,<100K,yes,10,1
596,7/1/2019,female,100,no preference,10,chocolate,yes,<100K,yes,10,0
597,7/1/2019,female,100,blue,1,vanilla,no,<100K,yes,9,1
598,7/1/2019,male,100,silver,2,vanilla,yes,Not Reported,yes,8,1
599,7/1/2019,female,100,black,8,vanilla,yes,<100K,yes,8,1
600,7/1/2019,male,100,red,9,no preference,yes,Not Reported,yes,9,1
601,7/1/2019,female,100,blue,4,vanilla,no,<100K,yes,10,1
602,7/1/2019,male,100,no preference,4,vanilla,yes,Not Reported,yes,8,0
603,7/1/2019,female,100,black,0,no preference,no,<100K,yes,10,0
604,7/1/2019,female,100,white,10,swirl,yes,<100K,yes,10,1
605,7/1/2019,female,100,blue,5,no preference,no,<100K,yes,5,0
606,7/1/2019,female,100,silver,2,specialty,yes,<100K,yes,4,1
607,7/1/2019,female,100,no preference,6,specialty,no,<100K,yes,9,0
608,7/1/2019,male,100,silver,2,specialty,no,Not Reported,yes,3,0
609,7/1/2019,female,100,silver,5,vanilla,no,<100K,yes,5,0
610,7/1/2019,female,100,no preference,8,no preference,no,<100K,yes,8,0
611,7/1/2019,male,100,silver,2,chocolate,no,Not Reported,yes,9,1
612,7/1/2019,female,100,silver,0,vanilla,no,<100K,yes,2,1
613,7/1/2019,female,100,black,5,swirl,no,<100K,yes,8,1
614,7/1/2019,male,100,white,1,no preference,yes,Not Reported,yes,1,0
615,7/1/2019,female,100,blue,8,no preference,yes,<100K,yes,9,1
616,7/1/2019,male,100,white,0,chocolate,no,Not Reported,yes,10,1
617,7/1/2019,female,100,blue,4,swirl,no,<100K,yes,4,0
618,7/1/2019,female,100,black,0,no preference,no,<100K,yes,10,0
619,7/1/2019,female,100,black,7,no preference,yes,<100K,yes,7,0
620,7/1/2019,female,100,black,9,chocolate,no,<100K,yes,9,1
621,7/1/2019,male,100,silver,10,swirl,yes,Not Reported,yes,10,1
622,7/1/2019,female,100,blue,5,specialty,yes,<100K,yes,10,1
623,7/1/2019,male,100,white,7,swirl,no,Not Reported,yes,7,1
624,7/1/2019,female,100,white,8,vanilla,no,<100K,yes,8,1
625,7/1/2019,male,100,no preference,8,specialty,no,Not Reported,yes,8,0
626,7/1/2019,male,100,black,5,swirl,yes,Not Reported,yes,10,1
627,7/1/2019,female,100,no preference,1,chocolate,no,<100K,yes,8,0
628,7/1/2019,female,100,no preference,2,no preference,no,<100K,yes,10,0
629,7/1/2019,male,100,red,5,chocolate,no,Not Reported,yes,10,1
630,7/1/2019,female,100,white,0,swirl,no,<100K,yes,9,1
631,7/1/2019,male,100,no preference,6,no preference,no,Not Reported,yes,9,0
632,7/1/2019,male,100,white,3,vanilla,no,Not Reported,yes,3,1
633,7/1/2019,male,100,silver,6,specialty,no,Not Reported,yes,6,1
634,7/1/2019,female,100,blue,1,vanilla,no,<100K,yes,8,1
635,7/1/2019,female,100,black,2,no preference,yes,<100K,yes,2,0
636,7/1/2019,male,100,white,4,specialty,no,Not Reported,yes,5,0
637,7/1/2019,female,100,white,3,no preference,yes,<100K,yes,3,0
638,7/1/2019,female,100,no preference,6,swirl,yes,<100K,yes,6,0
639,7/1/2019,female,100,red,4,vanilla,yes,<100K,yes,6,0
640,7/1/2019,male,100,no preference,9,chocolate,yes,Not Reported,yes,9,0
641,7/1/2019,male,100,black,3,chocolate,yes,Not Reported,yes,10,1
642,7/1/2019,female,100,no preference,8,no preference,no,<100K,yes,8,0
643,7/1/2019,female,100,silver,3,vanilla,no,<100K,yes,8,1
644,7/1/2019,male,100,white,7,chocolate,yes,Not Reported,yes,9,1
645,7/1/2019,female,100,red,0,swirl,no,<100K,yes,1,0
646,7/1/2019,female,100,red,1,no preference,yes,<100K,yes,4,0
647,7/1/2019,male,100,blue,10,no preference,yes,Not Reported,yes,10,1
648,7/1/2019,female,100,no preference,7,swirl,yes,<100K,yes,7,0
649,7/1/2019,female,100,silver,5,vanilla,yes,<100K,yes,8,1
650,7/1/2019,female,100,white,3,swirl,no,<100K,yes,3,0
651,7/1/2019,male,100,white,10,specialty,no,Not Reported,yes,10,1
652,7/1/2019,female,100,blue,9,swirl,no,<100K,yes,9,1
653,7/1/2019,male,100,red,4,no preference,yes,Not Reported,yes,4,0
654,7/1/2019,female,100,no preference,9,vanilla,yes,<100K,yes,10,0
655,7/1/2019,male,100,blue,5,vanilla,no,Not Reported,yes,5,1
656,7/1/2019,female,100,red,4,swirl,no,<100K,yes,4,1
657,7/1/2019,female,100,red,1,swirl,no,<100K,yes,9,1
658,7/1/2019,male,100,blue,9,vanilla,no,Not Reported,yes,9,1
659,7/1/2019,female,100,silver,8,chocolate,yes,<100K,yes,8,1
660,7/1/2019,male,100,silver,10,specialty,yes,Not Reported,yes,10,1
661,7/1/2019,female,100,white,1,specialty,no,<100K,yes,4,0
662,7/1/2019,female,100,silver,4,swirl,no,<100K,yes,7,0
663,7/1/2019,female,100,white,4,chocolate,no,<100K,yes,10,1
664,7/1/2019,female,100,blue,7,specialty,no,<100K,yes,7,0
665,7/1/2019,female,100,red,7,vanilla,no,<100K,yes,7,0
666,7/1/2019,female,100,black,8,no preference,no,<100K,yes,8,0
667,7/1/2019,female,100,no preference,1,specialty,yes,<100K,yes,10,0
668,7/1/2019,female,100,red,7,vanilla,no,<100K,yes,7,1
669,7/1/2019,male,100,blue,10,chocolate,no,Not Reported,yes,10,1
670,7/1/2019,male,100,no preference,4,specialty,no,Not Reported,yes,10,0
671,7/1/2019,male,100,blue,0,vanilla,no,Not Reported,yes,9,1
672,7/1/2019,female,100,black,10,no preference,no,<100K,yes,10,0
673,7/1/2019,female,100,no preference,7,specialty,no,<100K,yes,8,0
674,7/1/2019,female,100,blue,5,specialty,no,<100K,yes,7,0
675,7/1/2019,female,100,black,5,specialty,no,<100K,yes,5,1
676,7/1/2019,female,100,white,10,specialty,yes,<100K,yes,10,1
677,7/1/2019,female,100,silver,2,swirl,yes,<100K,yes,10,1
678,7/1/2019,male,100,blue,0,vanilla,no,Not Reported,yes,5,1
679,7/1/2019,female,100,blue,0,no preference,no,<100K,yes,4,0
680,7/1/2019,male,100,silver,8,chocolate,no,Not Reported,yes,8,1
681,7/1/2019,female,100,white,0,chocolate,no,<100K,yes,7,1
682,7/1/2019,female,100,red,4,specialty,yes,<100K,yes,4,0
683,7/1/2019,male,100,silver,8,no preference,no,Not Reported,yes,8,0
684,7/1/2019,female,100,red,10,swirl,yes,<100K,yes,10,1
685,7/1/2019,female,100,black,3,specialty,no,<100K,yes,9,1
686,7/1/2019,female,100,no preference,1,swirl,no,<100K,yes,3,0
687,7/1/2019,female,100,no preference,2,no preference,yes,<100K,yes,10,0
688,7/1/2019,female,100,red,2,specialty,no,<100K,yes,3,0
689,7/1/2019,female,100,red,4,no preference,no,Not Reported,yes,8,0
690,7/1/2019,female,100,red,7,vanilla,no,>100K,yes,9,1
691,7/1/2019,female,100,blue,3,swirl,no,>100K,yes,9,1
692,7/1/2019,male,100,blue,0,vanilla,yes,Not Reported,yes,9,1
693,7/1/2019,female,100,silver,4,swirl,yes,>100K,yes,9,1
694,7/1/2019,male,100,red,5,specialty,no,Not Reported,yes,5,1
695,7/1/2019,female,100,no preference,6,specialty,yes,>100K,yes,10,1
696,7/1/2019,female,100,white,3,chocolate,no,>100K,yes,7,1
697,7/1/2019,male,100,black,5,chocolate,no,Not Reported,yes,8,1
698,7/1/2019,female,100,no preference,4,vanilla,yes,>100K,yes,10,1
699,7/1/2019,male,100,black,10,vanilla,no,Not Reported,yes,10,1
700,7/1/2019,male,100,red,9,vanilla,no,Not Reported,yes,9,1
701,7/1/2019,female,100,silver,7,no preference,no,>100K,yes,7,1
702,7/1/2019,female,100,silver,5,swirl,yes,>100K,yes,5,1
703,7/1/2019,male,100,blue,3,chocolate,no,Not Reported,yes,6,1
704,7/1/2019,female,100,no preference,6,no preference,yes,>100K,yes,8,1
705,7/1/2019,female,100,white,10,vanilla,yes,>100K,yes,10,1
706,7/1/2019,female,100,silver,7,no preference,no,>100K,yes,7,1
707,7/1/2019,female,100,white,6,vanilla,no,>100K,yes,6,1
708,7/1/2019,male,100,black,4,swirl,yes,Not Reported,yes,7,0
709,7/1/2019,male,100,blue,9,chocolate,yes,Not Reported,yes,10,1
710,7/1/2019,male,100,blue,2,chocolate,no,Not Reported,yes,5,1
711,7/1/2019,female,100,red,8,vanilla,yes,>100K,yes,8,1
712,7/1/2019,male,100,blue,8,specialty,no,Not Reported,yes,8,1
713,7/1/2019,male,100,no preference,5,vanilla,no,Not Reported,yes,8,0
714,7/1/2019,female,100,blue,1,chocolate,no,>100K,yes,5,1
